audio_id,recording_lang,BitsPerSample,durationMsec,speaker_gender,mother_tongue
220829-123454_toi_0ae_elicit_33,toi,16,2336,Male,toi
220829-123454_toi_0ae_elicit_34,toi,16,2835,Male,toi
220829-123454_toi_0ae_elicit_35,toi,16,4038,Male,toi
220829-123454_toi_0ae_elicit_36,toi,16,2790,Male,toi
220829-123454_toi_0ae_elicit_37,toi,16,4832,Male,toi
220829-123454_toi_0ae_elicit_38,toi,16,4287,Male,toi
220829-123454_toi_0ae_elicit_39,toi,16,3062,Male,toi
220829-123454_toi_0ae_elicit_40,toi,16,3924,Male,toi
220829-123454_toi_0ae_elicit_41,toi,16,2835,Male,toi
220829-123454_toi_0ae_elicit_42,toi,16,2200,Male,toi
220829-123454_toi_0ae_elicit_43,toi,16,5059,Male,toi
220829-123454_toi_0ae_elicit_44,toi,16,3380,Male,toi
220829-123454_toi_0ae_elicit_45,toi,16,3017,Male,toi
220829-123454_toi_0ae_elicit_46,toi,16,4378,Male,toi
220829-123454_toi_0ae_elicit_47,toi,16,4719,Male,toi
220829-123454_toi_0ae_elicit_48,toi,16,5104,Male,toi
220829-123454_toi_0ae_elicit_49,toi,16,3289,Male,toi
220829-123454_toi_0ae_elicit_5,toi,16,4741,Male,toi
220829-123454_toi_0ae_elicit_6,toi,16,1406,Male,toi
220829-123454_toi_0ae_elicit_7,toi,16,2200,Male,toi
220829-123454_toi_0ae_elicit_8,toi,16,2881,Male,toi
220829-123454_toi_0ae_elicit_9,toi,16,3766,Male,toi
220829-204606_toi_0ae_elicit_0,toi,16,5490,Male,toi
220829-204606_toi_0ae_elicit_1,toi,16,1520,Male,toi
220829-204606_toi_0ae_elicit_10,toi,16,3720,Male,toi
220829-204606_toi_0ae_elicit_11,toi,16,3448,Male,toi
220829-204606_toi_0ae_elicit_12,toi,16,3743,Male,toi
220829-204606_toi_0ae_elicit_13,toi,16,3584,Male,toi
220829-204606_toi_0ae_elicit_14,toi,16,2745,Male,toi
220829-204606_toi_0ae_elicit_15,toi,16,3561,Male,toi
220829-204606_toi_0ae_elicit_2,toi,16,3017,Male,toi
220829-204606_toi_0ae_elicit_3,toi,16,3743,Male,toi
220829-204606_toi_0ae_elicit_4,toi,16,2972,Male,toi
220829-204606_toi_0ae_elicit_5,toi,16,2835,Male,toi
220829-204606_toi_0ae_elicit_6,toi,16,3743,Male,toi
220829-204606_toi_0ae_elicit_7,toi,16,6216,Male,toi
220829-204606_toi_0ae_elicit_8,toi,16,5150,Male,toi
220829-204606_toi_0ae_elicit_9,toi,16,3811,Male,toi
220829-205441_toi_0ae_elicit_16,toi,16,6102,Male,toi
220829-205441_toi_0ae_elicit_17,toi,16,5422,Male,toi
220829-205441_toi_0ae_elicit_18,toi,16,1043,Male,toi
220829-205441_toi_0ae_elicit_19,toi,16,2019,Male,toi
220829-205441_toi_0ae_elicit_20,toi,16,2563,Male,toi
220829-205441_toi_0ae_elicit_21,toi,16,3584,Male,toi
220829-205441_toi_0ae_elicit_22,toi,16,6511,Male,toi
220829-205441_toi_0ae_elicit_23,toi,16,3448,Male,toi
220829-205441_toi_0ae_elicit_24,toi,16,4582,Male,toi
220829-205441_toi_0ae_elicit_25,toi,16,4129,Male,toi
220829-205441_toi_0ae_elicit_26,toi,16,3584,Male,toi
220829-205441_toi_0ae_elicit_27,toi,16,4832,Male,toi
220829-205441_toi_0ae_elicit_28,toi,16,3267,Male,toi
220829-210132_toi_0ae_elicit_29,toi,16,1746,Male,toi
220829-210132_toi_0ae_elicit_30,toi,16,4696,Male,toi
220829-210132_toi_0ae_elicit_31,toi,16,4219,Male,toi
220829-210132_toi_0ae_elicit_32,toi,16,2586,Male,toi
220829-210132_toi_0ae_elicit_33,toi,16,2722,Male,toi
220829-210132_toi_0ae_elicit_34,toi,16,3380,Male,toi
220829-210132_toi_0ae_elicit_35,toi,16,4424,Male,toi
220829-210132_toi_0ae_elicit_36,toi,16,3584,Male,toi
220829-210132_toi_0ae_elicit_37,toi,16,3244,Male,toi
220829-210132_toi_0ae_elicit_38,toi,16,4582,Male,toi
220829-210132_toi_0ae_elicit_39,toi,16,2994,Male,toi
220829-210132_toi_0ae_elicit_40,toi,16,3607,Male,toi
220829-210132_toi_0ae_elicit_41,toi,16,2586,Male,toi
220829-210132_toi_0ae_elicit_42,toi,16,2563,Male,toi
220829-210132_toi_0ae_elicit_43,toi,16,2268,Male,toi
220829-210132_toi_0ae_elicit_44,toi,16,1293,Male,toi
220829-210132_toi_0ae_elicit_45,toi,16,3085,Male,toi
220829-210132_toi_0ae_elicit_46,toi,16,1724,Male,toi
220829-210132_toi_0ae_elicit_47,toi,16,3153,Male,toi
220829-210132_toi_0ae_elicit_48,toi,16,1406,Male,toi
220829-210132_toi_0ae_elicit_49,toi,16,3675,Male,toi
220829-210823_toi_0ae_elicit_0,toi,16,5581,Male,toi
220829-210823_toi_0ae_elicit_1,toi,16,3652,Male,toi
220829-210823_toi_0ae_elicit_10,toi,16,3743,Male,toi
220829-210823_toi_0ae_elicit_11,toi,16,9415,Male,toi
220829-210823_toi_0ae_elicit_12,toi,16,1905,Male,toi
220829-210823_toi_0ae_elicit_13,toi,16,2949,Male,toi
220829-210823_toi_0ae_elicit_14,toi,16,7464,Male,toi
220829-210823_toi_0ae_elicit_15,toi,16,3630,Male,toi
220829-210823_toi_0ae_elicit_16,toi,16,3244,Male,toi
220829-210823_toi_0ae_elicit_17,toi,16,2904,Male,toi
220829-210823_toi_0ae_elicit_18,toi,16,2972,Male,toi
220829-210823_toi_0ae_elicit_19,toi,16,2382,Male,toi
220829-210823_toi_0ae_elicit_2,toi,16,5626,Male,toi
220829-210823_toi_0ae_elicit_20,toi,16,2745,Male,toi
220829-210823_toi_0ae_elicit_21,toi,16,4923,Male,toi
220829-210823_toi_0ae_elicit_22,toi,16,3448,Male,toi
220829-210823_toi_0ae_elicit_23,toi,16,5104,Male,toi
220829-210823_toi_0ae_elicit_24,toi,16,2495,Male,toi
220829-210823_toi_0ae_elicit_25,toi,16,3017,Male,toi
220829-210823_toi_0ae_elicit_26,toi,16,6375,Male,toi
220829-210823_toi_0ae_elicit_27,toi,16,2155,Male,toi
220829-210823_toi_0ae_elicit_28,toi,16,2155,Male,toi
220829-210823_toi_0ae_elicit_29,toi,16,3993,Male,toi
220829-210823_toi_0ae_elicit_3,toi,16,2541,Male,toi
220829-210823_toi_0ae_elicit_30,toi,16,5581,Male,toi
220829-210823_toi_0ae_elicit_31,toi,16,1928,Male,toi
220829-210823_toi_0ae_elicit_32,toi,16,3539,Male,toi
220829-210823_toi_0ae_elicit_33,toi,16,2563,Male,toi
220829-210823_toi_0ae_elicit_34,toi,16,2586,Male,toi
220829-210823_toi_0ae_elicit_35,toi,16,6284,Male,toi
220829-210823_toi_0ae_elicit_36,toi,16,4605,Male,toi
220829-210823_toi_0ae_elicit_37,toi,16,8553,Male,toi
220829-210823_toi_0ae_elicit_38,toi,16,3017,Male,toi
220829-210823_toi_0ae_elicit_39,toi,16,3335,Male,toi
220829-210823_toi_0ae_elicit_4,toi,16,1383,Male,toi
220829-210823_toi_0ae_elicit_40,toi,16,3085,Male,toi
220829-210823_toi_0ae_elicit_41,toi,16,3584,Male,toi
220829-210823_toi_0ae_elicit_42,toi,16,2155,Male,toi
220829-210823_toi_0ae_elicit_43,toi,16,5240,Male,toi
220829-210823_toi_0ae_elicit_44,toi,16,4129,Male,toi
220829-210823_toi_0ae_elicit_45,toi,16,2586,Male,toi
220829-210823_toi_0ae_elicit_46,toi,16,2314,Male,toi
220829-210823_toi_0ae_elicit_47,toi,16,2631,Male,toi
220829-210823_toi_0ae_elicit_48,toi,16,8530,Male,toi
220829-210823_toi_0ae_elicit_5,toi,16,4129,Male,toi
220829-210823_toi_0ae_elicit_6,toi,16,1815,Male,toi
220829-210823_toi_0ae_elicit_7,toi,16,5059,Male,toi
220829-210823_toi_0ae_elicit_8,toi,16,2586,Male,toi
220829-210823_toi_0ae_elicit_9,toi,16,4197,Male,toi
220903-202609_toi_707_elicit_0,toi,16,10277,Female,toi
220903-202609_toi_707_elicit_1,toi,16,13725,Female,toi
220903-202609_toi_707_elicit_10,toi,16,8734,Female,toi
220903-202609_toi_707_elicit_11,toi,16,3607,Female,toi
220903-202609_toi_707_elicit_12,toi,16,7600,Female,toi
220903-202609_toi_707_elicit_13,toi,16,11298,Female,toi
220903-202609_toi_707_elicit_14,toi,16,10935,Female,toi
220903-202609_toi_707_elicit_15,toi,16,13181,Female,toi
220903-202609_toi_707_elicit_16,toi,16,9506,Female,toi
220903-202609_toi_707_elicit_17,toi,16,10322,Female,toi
220903-202609_toi_707_elicit_18,toi,16,4696,Female,toi
220903-202609_toi_707_elicit_19,toi,16,12500,Female,toi
220903-202609_toi_707_elicit_2,toi,16,8757,Female,toi
220903-202609_toi_707_elicit_20,toi,16,9256,Female,toi
220903-202609_toi_707_elicit_21,toi,16,6465,Female,toi
220903-202609_toi_707_elicit_22,toi,16,3448,Female,toi
220903-202609_toi_707_elicit_23,toi,16,5036,Female,toi
220903-202609_toi_707_elicit_24,toi,16,7645,Female,toi
220903-202609_toi_707_elicit_26,toi,16,10095,Female,toi
220903-202609_toi_707_elicit_28,toi,16,7464,Female,toi
220903-202609_toi_707_elicit_29,toi,16,5354,Female,toi
220903-202609_toi_707_elicit_3,toi,16,10481,Female,toi
220903-202609_toi_707_elicit_30,toi,16,9438,Female,toi
220903-202609_toi_707_elicit_31,toi,16,5649,Female,toi
220903-202609_toi_707_elicit_32,toi,16,14678,Female,toi
220903-202609_toi_707_elicit_34,toi,16,12387,Female,toi
220903-202609_toi_707_elicit_35,toi,16,14814,Female,toi
220903-202609_toi_707_elicit_36,toi,16,6034,Female,toi
220903-202609_toi_707_elicit_37,toi,16,5399,Female,toi
220903-202609_toi_707_elicit_38,toi,16,6125,Female,toi
220903-202609_toi_707_elicit_39,toi,16,4741,Female,toi
220903-202609_toi_707_elicit_4,toi,16,9052,Female,toi
220903-202609_toi_707_elicit_40,toi,16,12909,Female,toi
220903-202609_toi_707_elicit_41,toi,16,8417,Female,toi
220903-202609_toi_707_elicit_42,toi,16,11956,Female,toi
220903-202609_toi_707_elicit_43,toi,16,3947,Female,toi
220903-202609_toi_707_elicit_44,toi,16,11956,Female,toi
220903-202609_toi_707_elicit_45,toi,16,10232,Female,toi
220903-202609_toi_707_elicit_46,toi,16,9120,Female,toi
220903-202609_toi_707_elicit_47,toi,16,9188,Female,toi
220903-202609_toi_707_elicit_48,toi,16,6738,Female,toi
220903-202609_toi_707_elicit_5,toi,16,4764,Female,toi
220903-202609_toi_707_elicit_6,toi,16,7804,Female,toi
220903-202609_toi_707_elicit_7,toi,16,13113,Female,toi
220903-202609_toi_707_elicit_8,toi,16,11457,Female,toi
220903-202609_toi_707_elicit_9,toi,16,11888,Female,toi
220903-234119_toi_707_elicit_0,toi,16,5581,Female,toi
220903-234119_toi_707_elicit_1,toi,16,8008,Female,toi
220903-234119_toi_707_elicit_10,toi,16,10005,Female,toi
220903-234119_toi_707_elicit_11,toi,16,4923,Female,toi
220903-234119_toi_707_elicit_12,toi,16,5762,Female,toi
220903-234119_toi_707_elicit_13,toi,16,16380,Female,toi
220903-234119_toi_707_elicit_14,toi,16,10980,Female,toi
220903-234119_toi_707_elicit_16,toi,16,12069,Female,toi
220903-234119_toi_707_elicit_17,toi,16,5739,Female,toi
220903-234119_toi_707_elicit_18,toi,16,13816,Female,toi
220903-234119_toi_707_elicit_19,toi,16,11184,Female,toi
220903-234119_toi_707_elicit_20,toi,16,11684,Female,toi
220903-234119_toi_707_elicit_21,toi,16,11570,Female,toi
220903-234119_toi_707_elicit_22,toi,16,14406,Female,toi
220903-234119_toi_707_elicit_23,toi,16,13408,Female,toi
220903-234119_toi_707_elicit_24,toi,16,11071,Female,toi
220903-234119_toi_707_elicit_27,toi,16,9188,Female,toi
220903-234119_toi_707_elicit_28,toi,16,13385,Female,toi
220903-234119_toi_707_elicit_29,toi,16,11434,Female,toi
220903-234119_toi_707_elicit_3,toi,16,16811,Female,toi
220903-234119_toi_707_elicit_30,toi,16,5739,Female,toi
220903-234119_toi_707_elicit_31,toi,16,7509,Female,toi
220903-234119_toi_707_elicit_32,toi,16,15268,Female,toi
220903-234119_toi_707_elicit_33,toi,16,9574,Female,toi
220903-234119_toi_707_elicit_34,toi,16,4446,Female,toi
220903-234119_toi_707_elicit_35,toi,16,6556,Female,toi
220903-234119_toi_707_elicit_36,toi,16,6034,Female,toi
220903-234119_toi_707_elicit_37,toi,16,8916,Female,toi
220903-234119_toi_707_elicit_38,toi,16,6534,Female,toi
220903-234119_toi_707_elicit_39,toi,16,4696,Female,toi
220903-234119_toi_707_elicit_4,toi,16,14134,Female,toi
220903-234119_toi_707_elicit_40,toi,16,5127,Female,toi
220903-234119_toi_707_elicit_41,toi,16,8916,Female,toi
220903-234119_toi_707_elicit_42,toi,16,8144,Female,toi
220903-234119_toi_707_elicit_43,toi,16,15404,Female,toi
220903-234119_toi_707_elicit_44,toi,16,8689,Female,toi
220903-234119_toi_707_elicit_45,toi,16,9279,Female,toi
220903-234119_toi_707_elicit_46,toi,16,8031,Female,toi
220903-234119_toi_707_elicit_47,toi,16,20940,Female,toi
220903-234119_toi_707_elicit_48,toi,16,8371,Female,toi
220903-234119_toi_707_elicit_5,toi,16,12364,Female,toi
220903-234119_toi_707_elicit_7,toi,16,13544,Female,toi
220903-234119_toi_707_elicit_8,toi,16,13385,Female,toi
220903-234119_toi_707_elicit_9,toi,16,8938,Female,toi
220904-001239_toi_707_elicit_0,toi,16,10504,Female,toi
220904-001239_toi_707_elicit_1,toi,16,8485,Female,toi
220904-001239_toi_707_elicit_10,toi,16,12364,Female,toi
220904-001239_toi_707_elicit_11,toi,16,14338,Female,toi
220904-001239_toi_707_elicit_12,toi,16,10935,Female,toi
220904-001239_toi_707_elicit_13,toi,16,6284,Female,toi
220904-001239_toi_707_elicit_14,toi,16,8893,Female,toi
220904-001239_toi_707_elicit_17,toi,16,8689,Female,toi
220904-001239_toi_707_elicit_19,toi,16,7033,Female,toi
220904-001239_toi_707_elicit_2,toi,16,15790,Female,toi
220904-001239_toi_707_elicit_20,toi,16,10027,Female,toi
220904-001239_toi_707_elicit_21,toi,16,13544,Female,toi
220904-001239_toi_707_elicit_22,toi,16,7101,Female,toi
220904-001239_toi_707_elicit_23,toi,16,16062,Female,toi
220904-001239_toi_707_elicit_24,toi,16,12364,Female,toi
220904-001239_toi_707_elicit_26,toi,16,9301,Female,toi
220904-001239_toi_707_elicit_27,toi,16,10232,Female,toi
220904-001239_toi_707_elicit_28,toi,16,13022,Female,toi
220904-001239_toi_707_elicit_29,toi,16,9891,Female,toi
220904-001239_toi_707_elicit_3,toi,16,10980,Female,toi
220904-001239_toi_707_elicit_30,toi,16,7895,Female,toi
220904-001239_toi_707_elicit_32,toi,16,7554,Female,toi
220904-001239_toi_707_elicit_33,toi,16,4083,Female,toi
220904-001239_toi_707_elicit_34,toi,16,9664,Female,toi
220904-001239_toi_707_elicit_35,toi,16,6534,Female,toi
220904-001239_toi_707_elicit_36,toi,16,11003,Female,toi
220904-001239_toi_707_elicit_37,toi,16,5172,Female,toi
220904-001239_toi_707_elicit_38,toi,16,5513,Female,toi
220904-001239_toi_707_elicit_39,toi,16,9301,Female,toi
220904-001239_toi_707_elicit_4,toi,16,7713,Female,toi
220904-001239_toi_707_elicit_40,toi,16,3448,Female,toi
220904-001239_toi_707_elicit_41,toi,16,12432,Female,toi
220904-001239_toi_707_elicit_42,toi,16,5263,Female,toi
220904-001239_toi_707_elicit_43,toi,16,14814,Female,toi
220904-001239_toi_707_elicit_45,toi,16,12273,Female,toi
220904-001239_toi_707_elicit_46,toi,16,6443,Female,toi
220904-001239_toi_707_elicit_49,toi,16,7418,Female,toi
220904-001239_toi_707_elicit_5,toi,16,7872,Female,toi
220904-001239_toi_707_elicit_6,toi,16,6261,Female,toi
220904-001239_toi_707_elicit_7,toi,16,10390,Female,toi
220904-001239_toi_707_elicit_9,toi,16,13521,Female,toi
220904-182522_toi_0ae_elicit_0,toi,16,10821,Female,toi
220904-182522_toi_0ae_elicit_10,toi,16,9347,Female,toi
220904-182522_toi_0ae_elicit_11,toi,16,10050,Female,toi
220904-182522_toi_0ae_elicit_12,toi,16,12160,Female,toi
220904-182522_toi_0ae_elicit_13,toi,16,14088,Female,toi
220904-182522_toi_0ae_elicit_14,toi,16,19057,Female,toi
220904-182522_toi_0ae_elicit_15,toi,16,8734,Female,toi
220904-182522_toi_0ae_elicit_16,toi,16,11729,Female,toi
220904-182522_toi_0ae_elicit_17,toi,16,12137,Female,toi
220904-182522_toi_0ae_elicit_18,toi,16,10390,Female,toi
220904-182522_toi_0ae_elicit_19,toi,16,12773,Female,toi
220904-182522_toi_0ae_elicit_2,toi,16,11321,Female,toi
220904-182522_toi_0ae_elicit_20,toi,16,9075,Female,toi
220904-182522_toi_0ae_elicit_21,toi,16,10005,Female,toi
220904-182522_toi_0ae_elicit_22,toi,16,9982,Female,toi
220904-182522_toi_0ae_elicit_23,toi,16,10254,Female,toi
220904-182522_toi_0ae_elicit_24,toi,16,13362,Female,toi
220904-182522_toi_0ae_elicit_25,toi,16,9823,Female,toi
220904-182522_toi_0ae_elicit_26,toi,16,12137,Female,toi
220904-182522_toi_0ae_elicit_27,toi,16,11275,Female,toi
220904-182522_toi_0ae_elicit_28,toi,16,11253,Female,toi
220904-182522_toi_0ae_elicit_29,toi,16,11910,Female,toi
220904-182522_toi_0ae_elicit_3,toi,16,11230,Female,toi
220904-182522_toi_0ae_elicit_30,toi,16,11729,Female,toi
220904-182522_toi_0ae_elicit_31,toi,16,9392,Female,toi
220904-182522_toi_0ae_elicit_32,toi,16,11139,Female,toi
220904-182522_toi_0ae_elicit_33,toi,16,9664,Female,toi
220904-182522_toi_0ae_elicit_34,toi,16,10458,Female,toi
220904-182522_toi_0ae_elicit_35,toi,16,11343,Female,toi
220904-182522_toi_0ae_elicit_36,toi,16,10254,Female,toi
220904-182522_toi_0ae_elicit_37,toi,16,12568,Female,toi
220904-182522_toi_0ae_elicit_38,toi,16,4265,Female,toi
220904-182522_toi_0ae_elicit_39,toi,16,3720,Female,toi
220904-182522_toi_0ae_elicit_4,toi,16,10640,Female,toi
220904-182522_toi_0ae_elicit_40,toi,16,10073,Female,toi
220904-182522_toi_0ae_elicit_41,toi,16,10731,Female,toi
220904-182522_toi_0ae_elicit_42,toi,16,10005,Female,toi
220904-182522_toi_0ae_elicit_43,toi,16,10164,Female,toi
220904-182522_toi_0ae_elicit_44,toi,16,23322,Female,toi
220904-182522_toi_0ae_elicit_45,toi,16,11116,Female,toi
220904-182522_toi_0ae_elicit_46,toi,16,5898,Female,toi
220904-182522_toi_0ae_elicit_47,toi,16,10912,Female,toi
220904-182522_toi_0ae_elicit_48,toi,16,10481,Female,toi
220904-182522_toi_0ae_elicit_49,toi,16,11003,Female,toi
220904-182522_toi_0ae_elicit_5,toi,16,6897,Female,toi
220904-182522_toi_0ae_elicit_6,toi,16,9891,Female,toi
220904-182522_toi_0ae_elicit_7,toi,16,5490,Female,toi
220904-182522_toi_0ae_elicit_8,toi,16,9506,Female,toi
220904-182522_toi_0ae_elicit_9,toi,16,9324,Female,toi
220904-185526_toi_0ae_elicit_0,toi,16,9801,Female,toi
220904-185526_toi_0ae_elicit_1,toi,16,10390,Female,toi
220904-185526_toi_0ae_elicit_10,toi,16,11275,Female,toi
220904-185526_toi_0ae_elicit_11,toi,16,10390,Female,toi
220904-185526_toi_0ae_elicit_12,toi,16,12273,Female,toi
220904-185526_toi_0ae_elicit_13,toi,16,13068,Female,toi
220904-185526_toi_0ae_elicit_14,toi,16,9188,Female,toi
220904-185526_toi_0ae_elicit_15,toi,16,12636,Female,toi
220904-185526_toi_0ae_elicit_16,toi,16,10572,Female,toi
220904-185526_toi_0ae_elicit_17,toi,16,10322,Female,toi
220904-185526_toi_0ae_elicit_18,toi,16,11003,Female,toi
220904-185526_toi_0ae_elicit_2,toi,16,10458,Female,toi
220904-185526_toi_0ae_elicit_3,toi,16,10753,Female,toi
220904-185526_toi_0ae_elicit_4,toi,16,12296,Female,toi
220904-185526_toi_0ae_elicit_5,toi,16,9891,Female,toi
220904-185526_toi_0ae_elicit_6,toi,16,7078,Female,toi
220904-185526_toi_0ae_elicit_7,toi,16,9869,Female,toi
220904-185526_toi_0ae_elicit_8,toi,16,11026,Female,toi
220904-185526_toi_0ae_elicit_9,toi,16,8689,Female,toi
220904-190848_toi_0ae_elicit_20,toi,16,10663,Female,toi
220904-190848_toi_0ae_elicit_21,toi,16,12024,Female,toi
220904-190848_toi_0ae_elicit_22,toi,16,10232,Female,toi
220904-190848_toi_0ae_elicit_23,toi,16,5376,Female,toi
220904-190848_toi_0ae_elicit_24,toi,16,10595,Female,toi
220904-190848_toi_0ae_elicit_25,toi,16,10731,Female,toi
220904-190848_toi_0ae_elicit_26,toi,16,10368,Female,toi
220904-190848_toi_0ae_elicit_27,toi,16,22619,Female,toi
220904-190848_toi_0ae_elicit_28,toi,16,8575,Female,toi
220904-190848_toi_0ae_elicit_29,toi,16,10663,Female,toi
220904-190848_toi_0ae_elicit_30,toi,16,10164,Female,toi
220904-190848_toi_0ae_elicit_31,toi,16,10390,Female,toi
220904-190848_toi_0ae_elicit_32,toi,16,8802,Female,toi
220904-190848_toi_0ae_elicit_33,toi,16,9801,Female,toi
220904-190848_toi_0ae_elicit_34,toi,16,11910,Female,toi
220904-190848_toi_0ae_elicit_35,toi,16,10186,Female,toi
220904-190848_toi_0ae_elicit_36,toi,16,11956,Female,toi
220904-190848_toi_0ae_elicit_37,toi,16,8689,Female,toi
220904-190848_toi_0ae_elicit_38,toi,16,9551,Female,toi
220904-190848_toi_0ae_elicit_39,toi,16,10708,Female,toi
220904-190848_toi_0ae_elicit_40,toi,16,12115,Female,toi
220904-190848_toi_0ae_elicit_41,toi,16,11842,Female,toi
220904-190848_toi_0ae_elicit_42,toi,16,12024,Female,toi
220904-190848_toi_0ae_elicit_43,toi,16,12523,Female,toi
220904-190848_toi_0ae_elicit_44,toi,16,10390,Female,toi
220904-190848_toi_0ae_elicit_45,toi,16,11706,Female,toi
220904-190848_toi_0ae_elicit_46,toi,16,11389,Female,toi
220904-190848_toi_0ae_elicit_47,toi,16,11706,Female,toi
220904-190848_toi_0ae_elicit_48,toi,16,9551,Female,toi
220904-190848_toi_0ae_elicit_49,toi,16,12682,Female,toi
220904-192446_toi_0ae_elicit_0,toi,16,4378,Female,toi
220904-192446_toi_0ae_elicit_1,toi,16,9891,Female,toi
220904-192446_toi_0ae_elicit_10,toi,16,24434,Female,toi
220904-192446_toi_0ae_elicit_11,toi,16,8417,Female,toi
220904-192446_toi_0ae_elicit_12,toi,16,6828,Female,toi
220904-192446_toi_0ae_elicit_13,toi,16,13045,Female,toi
220904-192446_toi_0ae_elicit_14,toi,16,11366,Female,toi
220904-192446_toi_0ae_elicit_15,toi,16,11842,Female,toi
220904-192446_toi_0ae_elicit_16,toi,16,9506,Female,toi
220904-192446_toi_0ae_elicit_17,toi,16,14928,Female,toi
220904-192446_toi_0ae_elicit_18,toi,16,12954,Female,toi
220904-192446_toi_0ae_elicit_19,toi,16,10958,Female,toi
220904-192446_toi_0ae_elicit_2,toi,16,11752,Female,toi
220904-192446_toi_0ae_elicit_20,toi,16,10504,Female,toi
220904-192446_toi_0ae_elicit_21,toi,16,10027,Female,toi
220904-192446_toi_0ae_elicit_22,toi,16,13113,Female,toi
220904-192446_toi_0ae_elicit_23,toi,16,25455,Female,toi
220904-192446_toi_0ae_elicit_24,toi,16,18898,Female,toi
220904-192446_toi_0ae_elicit_25,toi,16,11502,Female,toi
220904-192446_toi_0ae_elicit_26,toi,16,15064,Female,toi
220904-192446_toi_0ae_elicit_27,toi,16,11184,Female,toi
220904-192446_toi_0ae_elicit_28,toi,16,9143,Female,toi
220904-192446_toi_0ae_elicit_29,toi,16,12954,Female,toi
220904-192446_toi_0ae_elicit_3,toi,16,10867,Female,toi
220904-192446_toi_0ae_elicit_30,toi,16,7010,Female,toi
220904-192446_toi_0ae_elicit_31,toi,16,11933,Female,toi
220904-192446_toi_0ae_elicit_32,toi,16,14996,Female,toi
220904-192446_toi_0ae_elicit_33,toi,16,24978,Female,toi
220904-192446_toi_0ae_elicit_34,toi,16,10005,Female,toi
220904-192446_toi_0ae_elicit_35,toi,16,21984,Female,toi
220904-192446_toi_0ae_elicit_36,toi,16,11162,Female,toi
220904-192446_toi_0ae_elicit_37,toi,16,8621,Female,toi
220904-192446_toi_0ae_elicit_38,toi,16,8485,Female,toi
220904-192446_toi_0ae_elicit_39,toi,16,9937,Female,toi
220904-192446_toi_0ae_elicit_4,toi,16,11842,Female,toi
220904-192446_toi_0ae_elicit_40,toi,16,12137,Female,toi
220904-192446_toi_0ae_elicit_41,toi,16,9687,Female,toi
220904-192446_toi_0ae_elicit_42,toi,16,13453,Female,toi
220904-192446_toi_0ae_elicit_43,toi,16,9029,Female,toi
220904-192446_toi_0ae_elicit_44,toi,16,10958,Female,toi
220904-192446_toi_0ae_elicit_45,toi,16,11253,Female,toi
220904-192446_toi_0ae_elicit_46,toi,16,9664,Female,toi
220904-192446_toi_0ae_elicit_47,toi,16,11026,Female,toi
220904-192446_toi_0ae_elicit_48,toi,16,11842,Female,toi
220904-192446_toi_0ae_elicit_49,toi,16,9664,Female,toi
220904-192446_toi_0ae_elicit_5,toi,16,12296,Female,toi
220904-192446_toi_0ae_elicit_6,toi,16,11026,Female,toi
220904-192446_toi_0ae_elicit_7,toi,16,8938,Female,toi
220904-192446_toi_0ae_elicit_8,toi,16,9347,Female,toi
220904-192446_toi_0ae_elicit_9,toi,16,11411,Female,toi
220906-211510_toi_707_elicit_0,toi,16,8575,Female,toi
220906-211510_toi_707_elicit_1,toi,16,5240,Female,toi
220906-211510_toi_707_elicit_10,toi,16,6602,Female,toi
220906-211510_toi_707_elicit_11,toi,16,7917,Female,toi
220906-211510_toi_707_elicit_12,toi,16,3607,Female,toi
220906-211510_toi_707_elicit_13,toi,16,6624,Female,toi
220906-211510_toi_707_elicit_14,toi,16,5603,Female,toi
220906-211510_toi_707_elicit_15,toi,16,5467,Female,toi
220906-211510_toi_707_elicit_16,toi,16,4015,Female,toi
220906-211510_toi_707_elicit_17,toi,16,3471,Female,toi
220906-211510_toi_707_elicit_18,toi,16,7736,Female,toi
220906-211510_toi_707_elicit_19,toi,16,8757,Female,toi
220906-211510_toi_707_elicit_2,toi,16,11910,Female,toi
220906-211510_toi_707_elicit_20,toi,16,6193,Female,toi
220906-211510_toi_707_elicit_21,toi,16,7895,Female,toi
220906-211510_toi_707_elicit_22,toi,16,3130,Female,toi
220906-211510_toi_707_elicit_23,toi,16,5739,Female,toi
220906-211510_toi_707_elicit_24,toi,16,16357,Female,toi
220906-211510_toi_707_elicit_25,toi,16,10164,Female,toi
220906-211510_toi_707_elicit_26,toi,16,11616,Female,toi
220906-211510_toi_707_elicit_27,toi,16,7600,Female,toi
220906-211510_toi_707_elicit_28,toi,16,7169,Female,toi
220906-211510_toi_707_elicit_29,toi,16,3062,Female,toi
220906-211510_toi_707_elicit_3,toi,16,8984,Female,toi
220906-211510_toi_707_elicit_30,toi,16,3743,Female,toi
220906-211510_toi_707_elicit_31,toi,16,3834,Female,toi
220906-211510_toi_707_elicit_32,toi,16,4923,Female,toi
220906-211510_toi_707_elicit_33,toi,16,6080,Female,toi
220906-211510_toi_707_elicit_34,toi,16,6874,Female,toi
220906-211510_toi_707_elicit_35,toi,16,6420,Female,toi
220906-211510_toi_707_elicit_36,toi,16,8712,Female,toi
220906-211510_toi_707_elicit_37,toi,16,4560,Female,toi
220906-211510_toi_707_elicit_38,toi,16,3720,Female,toi
