audio_id	sentence
220821-215724_loz_006_elicit_14	ngobi na si ka yo biza musal a hae na il o biza bomesinja kuli ba to ziba wa habo bona 
220821-215724_loz_006_elicit_15	bo mesinja ba ziba kamuyongole kakuli ha fita fa nkambe ni bona ne ba si ka funduka kale mine li ba bañwi ba ne ba il o mu bona 
220821-215724_loz_006_elicit_16	ku kamuyongole ha ba to ina yena na li ba til o mu lumelisa 
220821-215724_loz_006_elicit_17	yo munwi wa bona bo mesinja bao a man mu lumelisa a li bati ni tabilwe ki muutwa ndate ha mu na siitomoliso 
220821-215724_loz_006_elicit_18	ne li tipa haiba mu na ni yona 
220821-215724_loz_006_elicit_19	na kupa cwalo kuli haiba sikebenga se si na ni silemano si si zuse fa mubili pili ba si ka si tundanisa 
220821-215724_loz_006_elicit_20	kamuyongole tipa na na ni yona mi ha i zwisa mwa pokoto 
220821-215724_loz_006_elicit_21	a zwisa ni mawenge a na tobile mi ona kuli a ba kolwise kuli ki mesinja luli 
220821-215724_loz_006_elicit_22	ba man o nga tipa ku yena ka kozo ba mu tulelela mi a si ka ziba kuli ba bata ku ezañi ba mu tama ka mawenge a hae 
220821-215724_loz_006_elicit_23	ba mu latakela mabaka a na likani ni bukebenga bwa hae kono kamuyongole a tiisa kuli mu ni nataka feela ni mesinja 
220821-215724_loz_006_elicit_24	ba mu fafaza ka mabaka ba nze ba li ki wena kamuyongole u tobile iwa ku ziba 
220821-215724_loz_006_elicit_25	ku si ka fita nako kamuyongole a ipumana kuli u buhiwa ki sicaba hape mwa lukena 
220821-215724_loz_006_elicit_26	bo mesinja ba babeli ba mu isa kwa nkambe 
220821-215724_loz_006_elicit_27	ba yo fumana kuli mesinja ya n a natile u mwa sipatela mi mutahali wa hae u luluhile ni ku kweta 
220821-215724_loz_006_elicit_28	pata ni yona pwekukile ka siheta a kamuyongole mubusisi a itumela ku bo mesinja bao mi habusa kamuyongole a iswa kwa mongu 
220821-215724_loz_006_elicit_29	kamuyongole ya na sa ile liiko a buhiwa hape 
220821-215724_loz_006_elicit_30	mboma ha zwile kwa jubeke na keni bupokola mwa jele mi a amuhela kamuyongole ka mabaka a sina mukekecima ba ba toyani ha ba tokwi ku kopana 
220821-215724_loz_006_elicit_31	lipaki za taba ya kamuyongole kaufela za biziwa a man o talusa kuli ki yena ya na bulaile nongolo hape mwa lusaka u bulaile njolo 
220821-215724_loz_006_elicit_32	lipaki ze tuna ne li ambulula kwa wankie kulobone mwa libingi ni captain jogoi muzamaisi wa mota 
220821-215724_loz_006_elicit_33	ba kaufela me ba bizizwe 
220821-215724_loz_006_elicit_34	ziki ni yena a taha ku to paka za na zibile ha na nza bata mi taba i man o fela ziki a huliswa 
220821-215724_loz_006_elicit_35	punga ni yena a man o utwa za labuzi munyan a hae a taha kwa mongu ku to mu bona ni ku to utwa katulo ya hac 
220821-215724_loz_006_elicit_36	bo punga ni kamuyongole ku zwa ka 1945 ne ba sa nolelani kakuli munyan a mutu a li ku ya kwa bukuwa a sa holeli muhulwan a hae 
220821-215724_loz_006_elicit_37	sa ma saba ki kuli batu ha ba ta ziba kwa inzi mapokola ba ta mu fumana ka bunolo 
220821-215724_loz_006_elicit_38	masapo a nongolo ni ona na fumanwi ki musali ni munna yo munwi ba ne ba hupuzi ku ikezeza simu fa kaufi ni musindi kwa na bulaezwi 
220821-215724_loz_006_elicit_39	ba man o lemuha kuli ba pumbuzi masapo a mutu ba ziba kuli ki yena mutu ya na batiwa lilimo ze felile mi ba yo biha taba kwa nkambe ya mankoya 
220821-215724_loz_006_elicit_40	zazi lei atulwa taba ya kamuyongole ndu ye atulelwanga milatu ya ku bulaya batu ya tala batu ba ne ba til o utwa katulo ya hae mulena wa mikiti ya na ile liiko 
220821-215724_loz_006_elicit_41	a talusa ku kala ka mwa na latezi njolo mwa na bulaezi nongolo mwa na picaukela mapokola 
220821-215724_loz_006_elicit_42	mwa na bulaezi njolo mwa tobezi kwa kitwe kaufela ku sina sa na patile 
220821-215724_loz_006_elicit_43	njolo ha i biza mutu i mu bizeza kwa limosi kapa kwa likuluyoka 
220821-215724_loz_006_elicit_44	takazo ya ze maswe ni yona i cwalo 
220821-215724_loz_006_elicit_45	kamuyongole a atulelwa lifu ka ku bulaya batu ba babeli 
220821-215724_loz_006_elicit_46	ka la yenda 1947 a silahiwa mwa libingi 
220821-215724_loz_006_elicit_47	babali ba iponele ko ne i bizelize njolo kamuyongole 
220821-215724_loz_006_elicit_48	seo mutu a si cala u ta si kutula 
220821-215724_loz_006_elicit_49	kale kale kwa simuluho tau ne i lilanga sina ngu ka mukwa o cwalo ne i kona ku swala lifolofolo ka bunolo ni ku li ca 
220813-165110_loz_006_elicit_0	mukowa ku konda ki bashemi ku pila 
220813-165110_loz_006_elicit_1	kono nihakulicwalo munu kayumbwa ba ne ba na ni mukekecima ba tusa 
220813-165110_loz_006_elicit_2	punga a mano nyala a pila ni kamuyongole mwa lapa la hac 
220813-165110_loz_006_elicit_3	kamuyongole ni yena ne seli mutangana wa lilimo ze 
220813-165110_loz_006_elicit_4	punga ni yena me li mutangana ya n a na ni kutwisiso mwa bupilo mi a pila ni munyan a hae ka kozo 
220813-165110_loz_006_elicit_5	ba bañata fa silalanda me ba se ba kala ku tabela bupilo bwa hae ni sishemo sa ha mi mane hañata ne ba mu swanisa ni mahe mushoke ka sishemo sa hae 
220813-165110_loz_006_elicit_6	musal a hae ni yena a ituta kapili bupilo bwa munn a hae bwa ku tabela batu 
220813-165110_loz_006_elicit_7	makande a na se a kala ku hupulisa kamuyongole kuli kanti seli munna ni yena mwa meto a batu 
220813-165110_loz_006_elicit_8	ka nako yeo kamuyongole a kala ku tabela hahulu mikiti 
220813-165110_loz_006_elicit_9	na s a kona ku yela mukiti wa utwa kai ni kai mane ne li mwa buse bwa nuka 
220813-165110_loz_006_elicit_10	hañata na zamaya ni mitangana ye minwi 
220813-165110_loz_006_elicit_11	kono fokunwi mane na se a yanga a limosi 
220813-165110_loz_006_elicit_12	na se a kona ku sisa masa fa siyemboka a sa bu bei mwa meto buloko 
220813-165110_loz_006_elicit_13	na s a kona ku nwa ni ku bina busihu kaufela a sa fi nobyo sico sa yona 
220813-165110_loz_006_elicit_14	kwa sipelu na kona ku tabeleza pina kaufela mwa mikiti mo kamuyongole na se a tabelwa hahulu ki basizana kapa sinaliyanga 
220813-165110_loz_006_elicit_15	mi mitangana ba bañwi ne ba se ba mu toya 
220813-165110_loz_006_elicit_16	luli kamuyongole na swanezi ku tabelwa ki sinaliyanga kakuli ne li mutangana ya buheha ku fita ba bañata 
220813-165110_loz_006_elicit_17	linumbu za hae ne hi ze ikemezi hi sina mangombwe mindandanyani kapa tunyingi kapa mabeya 
220813-165110_loz_006_elicit_18	ne li yo mutuna ka tikanyo ngo ya hae ne li ye ikemezi inge silungo sa tipa kapa ye suluzwi mwa sipi 
220813-165110_loz_006_elicit_19	luli sizana me i lukela ku mu tabela kakuli na buheha 
220813-165110_loz_006_elicit_20	kamuyongole na sa shendwi fo ku nata mi mane mwa lipina ze nwi za sipelu ne ba mu nguya ka bunde bwa hae 
220813-165110_loz_006_elicit_21	hañata basizana fa lishengo la sipelu ne ba lata hahulu ku mu noma ni ku tabeleza lipina ze mu lumba 
220813-165110_loz_006_elicit_22	luli na buheha 
220813-165110_loz_006_elicit_23	mutu ku tatula simu ki ku ziba kuli u ta kutulaya ya kwa sitindi ki ku sepa kuli u ta yo bulaya 
220813-165110_loz_006_elicit_24	batu ba ba tabela hahulu mikiti ye cwana ba na ni ze ba tabisa mwa mikiti yeo 
220813-165110_loz_006_elicit_25	luli mwa mikiti ku tabelwa ze fapana kono buñata bwa ba banca ba tabela za bunca bwa bona 
220813-165110_loz_006_elicit_26	punga a lemuha takazo ya munyan a he mwa mikiti mi a mu eleza kuli a nyale ka ku ziba lika ze telanga ba ba tabela mikiti ya ba banca 
220813-165110_loz_006_elicit_27	punga a lika ni ku elezanga munyan a hae ku sa atisa hahulu u yanga kwa mikiti 
220813-165110_loz_006_elicit_28	kono sina ha lu ziba tolwana ye hanisiwa kamita i munati ku fita ze nwi 
220813-165110_loz_006_elicit_29	ku siya ngoma inge i lila ku yo lobala ki ku sa tabela ngoma yeo 
220813-165110_loz_006_elicit_30	mwa mikiti mo kamuyongole na tabela ba bañata sina ni yena ha ne ba mu tabela 
220813-165110_loz_006_elicit_31	musizana yo munwi ya na tabela hahulu kamuyongole ki katekwe 
220813-165110_loz_006_elicit_32	katekwe ne li musal a mboma kono mboma ka nako yeo na ile kwa jubeke 
220813-165110_loz_006_elicit_33	bo katekwe ni kamuyongole ne ba bonana hañata mwa mikiti ku sina sene si bulelwa 
220813-165110_loz_006_elicit_34	kono kamuyongole a man o tonela ze ne li ezahala mwa mikiti na sa sina sabo ya ku bulelisa ni haiba ni musal a mutu 
220813-165110_loz_006_elicit_35	ka zazi le liñwi fa sipelu ba man o nomana ni ku nguyana ka mo ne ba konela kaufela 
220813-165110_loz_006_elicit_36	kamuyongole a posa linzwi ku katekwe sipelu ha se si unguzi 
220813-165110_loz_006_elicit_37	katekwe ni yena a amuhela linzwi la kamuyongole ka mazoho a mabeli ni pilu i linwi fela 
220813-165110_loz_006_elicit_38	mwa liseli la kweli bubeli bwa bona ba sialela ba ambola ba nze ba zamaya ba ngungekile mazoho 
220813-165110_loz_006_elicit_39	kamuyongole ya na sali ku ba a sa zamai singanya ni palisa a ikutwa inge ya fa lubona mi a libala kuli katekwe ki musal a mutu 
220813-165110_loz_006_elicit_40	katekwe ni yena ne li mwanana ya na sa talimiwi hañwi ka baka la ku buheha kwa ha 
220813-165110_loz_006_elicit_41	ha ba nze ba zamaya cwalo kamuyongole ka bunca bwa hae mwa bupilo bo bu cwalo a lakaza kuli kambe lizazi li sike la pazula mi 
220813-165110_loz_006_elicit_42	mboma a yo shwela kwa jubeke 
220813-165110_loz_006_elicit_43	ha ba se ba sutelezi fa kaufi ni munzi wa katekwe ba ina fa fasi 
220813-165110_loz_006_elicit_44	ka ku ziba kuli meto kaufela a bukuba busihu ba keta ku ina kwa njelelo ya simu ya bo ndate mboma 
220813-165110_loz_006_elicit_45	ha ba yo laezana likuhu za bubeli ne li se li lilile 
220813-165110_loz_006_elicit_46	punga a lemuha cinceho ka nako ya na kutile kamuyongole 
220813-165110_loz_006_elicit_47	ku zwa busihu boo kamuyongole a ekeza cinceho ye nwi mwa bupilo bwa hae 
220813-165110_loz_006_elicit_48	punga ka ku lemuha petuho ya munyan a hae a lika ku mu eleza ka tata kuli a nyale 
220813-165110_loz_006_elicit_49	kono yo munyinyani a hana kakuli ne ba pumani mi katekwe kuli ha ta kauhana mi mboma ba ta nyalana 
220814-171012_loz_006_elicit_0	habusa sitima se si liba lusaka sa fita mi ba lapela kuli ba funduke ba si ka zibwa ko ba libile 
220814-171012_loz_006_elicit_1	kashimani kao ka liza mulangu kono nongolo ha yo itemuna a fumana kuli ki mwanana ya liza mulangu 
220814-171012_loz_006_elicit_2	a li a ni koni ku keluha kanana kaka kuma fa a kanyukunyuku kaka sina likute ka 
220814-171012_loz_006_elicit_3	mwanana ya na pahami njinga na si na mabuleki kwa njinga ya hae 
220814-171012_loz_006_elicit_4	ha sa bona kuli u bata ku hata mutu mwanana a picukisa njinga ya hae kono ni yena 
220814-171012_loz_006_elicit_5	nongolo na sa boni kuli wa hatwa ibe a picuka kono a picukela ko me a picukezi mwanana 
220814-171012_loz_006_elicit_6	mwanana ha yo wa njinga ni yona ya yo wela mwale batu ba ba fa kaufi ba huweleza ba 
220814-171012_loz_006_elicit_7	li simashi simashi aba batata kwati elyo ba fuma ku mushi 
220814-171012_loz_006_elicit_8	foo ki batu ba ba bulela sibemba kuli kamuyongole u bonahala inge ya sa zwa kwa hae ka baka la ku zizilika kwa hae 
220814-171012_loz_006_elicit_9	fa kaufi ni siteshini ha ku tokwi mapokola kamita 
220814-171012_loz_006_elicit_10	mupokola ha to fita a fumana kuli mwanana u sa lobezi a kubuhile maswe fa pata 
220814-171012_loz_006_elicit_11	mupokola ni ciani ca citika imwe atata nongolo ha ni utwi mupokola mu malozi ndate nongolo eni shangwe 
220814-171012_loz_006_elicit_12	mupokola a mu ni bulelele se si ezahalile 
220814-171012_loz_006_elicit_13	nongolo mwanana yo na ni taha mwa mulaho wale ha mi li ni itemune na fumana kuli 
220814-171012_loz_006_elicit_14	sa ni sutelezi luli mi ha ni li ni picuke kanti hape ni yena kona kwa na picukezi 
220814-171012_loz_006_elicit_15	mupokola a li ku mwanana iwe mwana siuna lize belu mwanana a li na lizize mulangu 
220814-171012_loz_006_elicit_16	batu ba ne ba tilo bona ba bulela kuli mwanana na lizize mulangu mi nongolo ki yena ya na si ka zwa mwa nzila feela 
220814-171012_loz_006_elicit_17	mukopola esi mwa utwa ndate ki mina bo mani nongolo ni na ni mazazi a keta lizoho feela shangwe mo mwa bukuwa 
220814-171012_loz_006_elicit_18	hape munaka mu ni swalele luli na lapela ni fa musipili mi sitima si tuha si funduka ona fa 
220814-171012_loz_006_elicit_19	mupokola ha mu ya ka sitima mupokola ha talima fa nako a fumana kuli ku siezi feela mizuzu ye 8 minutes 
220814-171012_loz_006_elicit_20	kuli nako ye si fundukanga ka yona sitima i fite 
220814-171012_loz_006_elicit_21	kono pili a si ka lukulula nongolo kwa taha sejenti sergeant wa mupokola 
220814-171012_loz_006_elicit_22	mupokola ya na li teni a talusa se si ezahezi sejenti ka litohonolo na utwa ni ku bulla silozi ni haike ne li mubemba 
220814-171012_loz_006_elicit_23	mi a li cwale u bata ku tuhela mutu inge bona kuli u holofalize mwanana 
220814-171012_loz_006_elicit_24	mutu yo u lukela ku ya kwa ofisi mulatu wa hae u yo talimwa 
220814-171012_loz_006_elicit_25	nongolo ha utwa zeo inge a ka fufa kapa ku kena mwa mubu kuli ba palelwe ku mu swala 
220814-171012_loz_006_elicit_26	nongolo na katazwa ki ku saba lika ze peli sa pili ki kuli sitima si ta mu siya mi njolo na sa zibi se si ezahezi 
220814-171012_loz_006_elicit_27	sa bubeli hape ili sona sa na saba hahulu ki kuli n a na ni litupa ze peli mwa lipokoto za hae ili kuli 
220814-171012_loz_006_elicit_28	haiba ba ta mu isa kwa ofisi ni ku yo mu seca ba ta fumana mulatu o si ka zusa kale mulumo 
220814-171012_loz_006_elicit_29	mupokola ya na tile pili kwa kozi ye ha talima fa nako ya hae a fumana kuli ne se ku siezi fecla mizuzu ye mine kuli nako ya sitima i fite 
220814-171012_loz_006_elicit_30	sejenti a li ku nongolo a lu ye kwa ofisi 
220814-171012_loz_006_elicit_31	u ta yo lifela mwanana yo holofalize ni ku mu isa kwa sipatela haiba ha u na mali in ta tamiwa 
220814-171012_loz_006_elicit_32	nongolo nako yo inge a ta pazula fa hali ka baka la sabo ye kopani ni ku nyema 
220814-171012_loz_006_elicit_33	sejenti a yo nga njinga ya mwanana kuli a ikube ba ye kwa ofisi 
220814-171012_loz_006_elicit_34	ha i yemisa a fumana kuli ne i sina mabuleki mi ni wili ya kwa pili ne i si ka tamiwa hande 
220814-171012_loz_006_elicit_35	sejenti a li kanti ni yonga njinga ye ha kuna za njinga ha i na ni mabuleki ni mutelo desheti 
220814-171012_loz_006_elicit_36	kanti kanana kaki kona kaka hatile feela nongolo 
220814-171012_loz_006_elicit_37	ikele feela kanti nongolo a kuna ze lu ka ku kataleza kapa ku ku lifiseza 
220814-171012_loz_006_elicit_38	nongolo a sa li a itumele kwa swalelo yeo a utwa sitima sa huwa 
220814-171012_loz_006_elicit_39	ha pundumuka foo ku mata ha si ka yema konji pelekete mwa sitima mi ni mona a yo wela musali ya na inzi mwa sitima 
220814-171012_loz_006_elicit_40	a s a yema fa lihaulo a bona njolo kuli u sa yemi fande nongolo ni yena kona a bona kuli kanti sitima ha si zamai 
220814-171012_loz_006_elicit_41	ha na mata ka baka la ku ikalelwa hape ni sitima sa libiana se ne si huwa ni ku zamaya kwa buse bwa melo na li u siezi 
220814-171012_loz_006_elicit_42	njolo a mu biza kuli ba longe libiana za bona 
220814-171012_loz_006_elicit_43	nako ya sitima ya ku funduka yona ne i se i fitile kale kono feel me si sa litela sene si eza kolosi ni sona 
220814-171012_loz_006_elicit_44	nongolo a ba ni nako ya ku taluseza njolo ze ezahezi pili sitima si si ka funduka 
220814-171012_loz_006_elicit_45	sitima si man funduka nongolo a fumana kuli pilu ya hae i bato wa kakuli na hupula kuli u ya kwa sike a fumanwa 
220814-171012_loz_006_elicit_46	nongolo na si ka twaela bupilo bwa mwa bukuwa mi na sa zibi kuli kwa lusaka kwa liba ni njolo ba ta yo pila 
220814-171012_loz_006_elicit_47	mwa sitima ba lemuhiwa ki mutangananyana yo munwi ya na bizwa ngunga kuli ki malozi 
220814-171012_loz_006_elicit_48	yena na ya kwa broken hill mi ha ba buza ko ba ya 
220814-171012_loz_006_elicit_49	nongolo ni naleli ya hae ba li ba ya kwa abercorn ko ba cincelizwe kakuli ne ba sebeza bunoli mwa public works department 
220815-233437_loz_969_elicit_0	ngunga a fumana ba ambola ni bona mwa sitima 
220815-233437_loz_969_elicit_1	ha ba fita mwa lusaka ba tuluka ni ku puma ngunga kuli ba na ni ku nga feela mañolo a manwi a nila kwa makuwa ba p 
220815-233437_loz_969_elicit_2	ba ta zwela pili zeo ha li se li lukile 
220815-233437_loz_969_elicit_3	nongolo a lobala fa siteshini ni musal a ha 
220815-233437_loz_969_elicit_4	habusa nongolo a siya musali fa siteshini a yambaela kwa mandu a makuwa ku yo bata musebezi 
220815-233437_loz_969_elicit_5	nongolo na sa zibi sibemba kapa sinyanja kapa silapa lapa 
220815-233437_loz_969_elicit_6	kono ka standard il ya hae ya na balile na kona ku pundungela sikuwa 
220815-233437_loz_969_elicit_7	ha fita fa ndu ya pili a lemuha kuli mun a ndu ne li musame 
220815-233437_loz_969_elicit_8	a itenga ku musal a musame kakuli wa munna na ile kwa musebezi 
220815-233437_loz_969_elicit_9	nongolo a li work sir 
220815-233437_loz_969_elicit_10	musame ece ini wena funa nchito nongolo work musebezi 
220815-233437_loz_969_elicit_11	musame aziko no wariki 
220815-233437_loz_969_elicit_12	nongolo a zwela pili mwa mayadi a masame kono na fumani kuli masame a ki ba bande ku bata teni musebezi 
220815-233437_loz_969_elicit_13	ha sa zamaile a fita kwa mandu a makuwa luli kono nongolo na utwile fecla linzwi la madamu 
220815-233437_loz_969_elicit_14	mi kona a hupula kuli kwa basali ha ku bulelwi sir konji madamu misisi wena funa nchito kalo house boy nongolo yes madam 
220815-233437_loz_969_elicit_15	misisi all right come at y o clock 
220815-233437_loz_969_elicit_16	the bwana is not here 
220815-233437_loz_969_elicit_17	he must see you first 
220815-233437_loz_969_elicit_18	do you understand nongolo yes sir 
220815-233437_loz_969_elicit_19	ha kutile a zibisa musal a ha kuli u sepisizwe musebezi fa yadi 59 ku mukuwa ya bizwa cartons 
220815-233437_loz_969_elicit_20	nongolo na si ka lemuha kuli situpa sa na itusisa ne si si ka sainiwa ili ku bonisa kuli u tuhezi musebezi wa hae wa kale 
220815-233437_loz_969_elicit_21	njolo yena na lemuhile nto ye cwalo mi i sali yena a fanauna mwa situpa kuli ku bonahale kuli si sainilwe 
220815-233437_loz_969_elicit_22	ka ya manzibwana nongolo a yo bonana ni cartons 
220815-233437_loz_969_elicit_23	ba lumelelana kuli a to kala musebezi habusa 
220815-233437_loz_969_elicit_24	ndu ya ku lobala a i fumanelwa ona mwa yadi ya mukuwa yoo 
220815-233437_loz_969_elicit_25	ka ya manzibwana nongolo ni naleli ya hae ba nanuha ku zwa kwa siteshini ku ya kwa yadi ya cartons 
220815-233437_loz_969_elicit_26	bupilo bwa zamaya hande mwa lusaka 
220815-233437_loz_969_elicit_27	nihakulicwalo nongolo na ziba kuli ku tata ku pila mwa sibaka nako ye telele a sa katani ni ba ziba hande 
220815-233437_loz_969_elicit_28	ka baka leo na sa zamaizamai ko ku fumaneha batu ba bañata sina kwa musika ni kwa kantini 
220815-233437_loz_969_elicit_29	ha se ku fitile likwelinyana ba kwa hae ba sa amuheli mañolo a zwa ku nongolo kwa wankie ba kala ku bilaela 
220815-233437_loz_969_elicit_30	bashemi ba hae luli nongolo ili kwa sefula me ba se ba mu nolezi halalu ba sa boni kalabo 
220815-233437_loz_969_elicit_31	nongolo ne li muñoli yo mutuna kamita mi luli ne ba lukela ku bilaela 
220815-233437_loz_969_elicit_32	sandala ili munyan a nongolo ya na kena fa sefula na bata mali a ku feleleza tifo ya hae mwa sikolo 
220815-233437_loz_969_elicit_33	a ñolela muhulwan a hae hañata yena ka sibili ku sina kalabo 
220815-233437_loz_969_elicit_34	bo sipato bo ndatahe nongolo ba clezwa ki mulikan a nongolo mwan a bona ya na sa utwile kuli ha ku zibwi kapa 
220815-233437_loz_969_elicit_35	nongolo ni musal a hae ba il o fita kuli ba like ku mu bata ka tuso ya mubusisi wa mongu 
220815-233437_loz_969_elicit_36	mubusisi a lika ku tusa sipato kono pili a si ka kena kale mwa buliba bwa taba a amuhela liñolo le hi zwa kwa makuwa ba 
220815-233437_loz_969_elicit_37	nongolo kwa wankie la kuli mubusisi a ba tuse ku hupulisa 
220815-233437_loz_969_elicit_38	nongolo ku kutela kwa musebezi kapa ku ba zibisa kuli ha sa lata ku kuta 
220815-233437_loz_969_elicit_39	ye ne li nto ye talusa kuli luli nongolo na si ka yo fita 
220815-233437_loz_969_elicit_40	mubusisi a lumela linzwi ku sipato kwa sefula 
220815-233437_loz_969_elicit_41	mwa munzi wa habo nongolo ba si tuuma kuli haiba nongolo ha si ka kenelwa ki buconi bwa ku sa ñola kwa ile u zibe kuli u shwile kono puzo ne li kuli 
220815-233437_loz_969_elicit_42	nongolo na fundukile ni musali wale haiba kuna ni butata bo bu mu kenezi 
220815-233437_loz_969_elicit_43	wa musali ni yena u palelwa cwañi ku ñola inge a ziba ku ñola nongolo a batiwa kono ku sa zibwi kuli u kai 
220815-233437_loz_969_elicit_44	ku si ka fita nako likande la kuli nongolo ha bonwi la fita mwa libingi 
220815-233437_loz_969_elicit_45	moo likande la ya nkuwa luli la utwahala mwa taunu ni mwa komboni 
220815-233437_loz_969_elicit_46	ka zazi le liñwi nongolo mwa lusaka a utwa kuli fa yadi ye nwi ye fa kaufi ku na ni ya na apeile tutoho 
220815-233437_loz_969_elicit_47	ka ku sepa kuli ha kuna ku taha batu ba bañata a hupula ku ya ten ku yo hupa hupa 
220815-233437_loz_969_elicit_48	batu ha ba nze ba nwa cwalo kwa taha basali ba babel ba malozi 
220815-233437_loz_969_elicit_49	yo muñwi wa bona na zwile kwa libingi ku to potela ba habo mwa chilenje ili mona mwa lusaka 
220821-184128_loz_006_elicit_0	a man o ipiha ku mubusisi a yo kalela taba ya hae kwa mukakani ili ona munzi wa habo nongolo kwa sefula 
220821-184128_loz_006_elicit_1	ha fita ku sipato kwa mukakani a buza zazi la a fundukile nongolo 
220821-184128_loz_006_elicit_2	bashemi ba nongolo ka ku sa ziba ku bala mazazi a sikuwa ba palelwa ku alaba ziki 
220821-184128_loz_006_elicit_3	kono ba li munyan a hae kwa mission mwendi u ta kona ku ziba luna lu ziba fecla kuli u fundukile ka kandao kapa mbuwana 
220821-184128_loz_006_elicit_4	sandala a yo bizwa kwa sikolo ku to paka sa ziba 
220821-184128_loz_006_elicit_5	sandala a talusa kuli bo nongolo ni basali ba bona ba fundukile mwa hae la 29 lungu 1945 mi a li ni yena na ba sindeketite 
220821-184128_loz_006_elicit_6	kakuli na kupile sibaka kwa baluti kono fa mongu ba fundukile la 5 kandao 1945 
220821-184128_loz_006_elicit_7	ba sali ku zwela kwanu ha ba si ka ñola konji la 4 njimwana 1945 
220821-184128_loz_006_elicit_8	liñolo la bona ne li zwa kwa broken hill kono muñolo a ki wa bona ki wa basali ba bona 
220821-184128_loz_006_elicit_9	ziki a buza libizo la musal a nongolo kuli a li zibe 
220821-184128_loz_006_elicit_10	sandala a taluseza ziki kuli libizo la mulamwac ki njolo 
220821-184128_loz_006_elicit_11	cale ki bao bo sandala ba kena mwa lipuzo ze zwa ku ziki 
220821-184128_loz_006_elicit_12	ziki u ziba cwani kuli muñolo ki wa njolo isini wa nongolo 
220821-184128_loz_006_elicit_13	wa kona ku tisa liñolo leo ni mañolo a na ñolanga yena nongolo ka sibili 
220821-184128_loz_006_elicit_14	sandala na sepa na kona kakuli ba a bulukanga bo ndate 
220821-184128_loz_006_elicit_15	bo ndatahe sandala ba tisa mañolo a ne ba bulukile kaufela 
220821-184128_loz_006_elicit_16	ku ona ziki a fumana kuli luli ne ku na ni fapano kwa muñolo sina sandala ha bulezi 
220821-184128_loz_006_elicit_17	ziki hape a fumana liñolo la na kile a ñola nongolo kwa wankie ku bihela bashemi ba hae za buizamaeli bwa 
220821-184128_loz_006_elicit_18	njolo kuti mane ne ba batile ku kauhana 
220821-184128_loz_006_elicit_19	ziki a hi ni itumezi 
220821-184128_loz_006_elicit_20	ha fita fa mongu a ipiha ku mubusisi kuli u lumilwe ku zwa kwa libingi ku to tatuba taba ya nongolo 
220821-184128_loz_006_elicit_21	ziki na sepilwe hahulu mwa hala matikitivi ba bañata mi fa mongu a zibwa ki ba sikai kuli ki mutikitivi 
220821-184128_loz_006_elicit_22	kakuli silozi sa hae hakuna ya na kona ku si taluhanya ni sa mulozi tota ni haike yena ne li munyanja 
220821-184128_loz_006_elicit_23	ka zazi le linwi longolo iwa buza kulu iwa li 
220821-184128_loz_006_elicit_24	muna kanti kini ha u li ya maswe cwalo kono kulu ya li 
220821-184128_loz_006_elicit_25	eee ni ya maswe kono nihakulicwalo nama ya ka i munati ku fita ya lifolofolo kaufela 
220821-184128_loz_006_elicit_26	longolo ne li lisawana mi ka mukwa wa batu ba malimi a bubebe a kala ku hasanya taba fa kaufi ni kwa hule 
220821-184128_loz_006_elicit_27	lifolofolo ze nwi ha li utwile kuli nama ya kulu i munati cwalo 
220821-184128_loz_006_elicit_28	za kala ku li zuma mane ni yena kamunu a kala ku itongwela mulo wa zona 
220821-184128_loz_006_elicit_29	likulu li sino lemuha kuli za fela za matela mwa mpako ya kota mi za i kupa kuli i mele fa halimw a zona 
220821-184128_loz_006_elicit_30	cwanoñu kulu ni kulu ya ba ni sikapana se sitaba 
220821-184128_loz_006_elicit_31	hamulaho likulu za kala ku ikomanisa kakuli ha kuna ye ne itumelezi 
220821-184128_loz_006_elicit_32	kuli ki yona ye ne bulelezi longolo kuli nama ya zona i munati 
220821-184128_loz_006_elicit_33	ku tuha foo za tokolomoha ku zamaya hamoho mini ka nako ye ha u na ku bona likulu li zamaya ka bubelikakuli li sa nyemelani 
220821-184128_loz_006_elicit_34	mi ye nwi ni ye nwi i ipilela i nosi 
220821-184128_loz_006_elicit_35	kale kale batu ne ba utanga linja ni mawawa ku libelela maluo a bona 
220821-184128_loz_006_elicit_36	ka zazi le liñwi munna ya n a luile nja ni luwawa a li laela kuli li sike za tuhelela 
220821-184128_loz_006_elicit_37	mutu ku uzwa situnula sa nama ye munati ya na bulukile mwa ndu ya hae 
220821-184128_loz_006_elicit_38	sandala wa kona ku kutela kwa sikolo 
220821-184128_loz_006_elicit_39	oo bati pili u si ka ya kale sandala ha ne u inzi fa siteshini ni muhulwan a hao a ku na mutu ya na omanile ni yena 
220821-184128_loz_006_elicit_40	sandala ne ba omanile ni bo mutumbi ba ba lekisanga matikiti ni ku bala ba ba ya mwa mota 
220821-184128_loz_006_elicit_41	ziki ne li lona lizazi le i funduka mota nji sandala batili 
220821-184128_loz_006_elicit_42	leo ne li lizazi le i funduka mota ye ne ile pili ye me ba sile 
220821-184128_loz_006_elicit_43	bona bo mutumbi ne ba li ba siale wale bo nongolo ba li ha ni lukeli ku siala kakuli 
220821-184128_loz_006_elicit_44	pumulo ya bona ne i se i felile mi ba ta lieha 
